"Project","legacy_user_id","Position","coord"
"SAFE-PRJ-108",76,"Supervisor",FALSE
"SAFE-PRJ-108",199,"Collaborator",FALSE
"SAFE-PRJ-108",117,"Supervisor",FALSE
"SAFE-PRJ-108",104,"PhD Student",TRUE
"SAFE-PRJ-109",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-109",149,"MSc Student",TRUE
"SAFE-PRJ-109",199,"Supervisor",FALSE
"SAFE-PRJ-109",144,"PhD Student",FALSE
"SAFE-PRJ-11",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-11",166,"Lead Researcher",TRUE
"SAFE-PRJ-11",63,"Supervisor",FALSE
"SAFE-PRJ-110",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-110",77,"Collaborator",FALSE
"SAFE-PRJ-110",199,"Lead Researcher",TRUE
"SAFE-PRJ-110",177,"Collaborator",FALSE
"SAFE-PRJ-111",10,"PhD Student",TRUE
"SAFE-PRJ-111",177,"Supervisor",FALSE
"SAFE-PRJ-112",52,"Collaborator",FALSE
"SAFE-PRJ-112",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-112",199,"Supervisor",FALSE
"SAFE-PRJ-112",144,"PhD Student",TRUE
"SAFE-PRJ-112",42,"Supervisor",FALSE
"SAFE-PRJ-113",109,"PhD Student",TRUE
"SAFE-PRJ-113",198,"Collaborator",FALSE
"SAFE-PRJ-113",110,"Supervisor",FALSE
"SAFE-PRJ-113",137,"Collaborator",FALSE
"SAFE-PRJ-113",60,"Collaborator",FALSE
"SAFE-PRJ-114",88,"MSc Student",TRUE
"SAFE-PRJ-114",57,"Supervisor",FALSE
"SAFE-PRJ-115",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-115",35,"Supervisor",FALSE
"SAFE-PRJ-115",57,"Supervisor",FALSE
"SAFE-PRJ-115",114,"Supervisor",FALSE
"SAFE-PRJ-115",120,"MSc Student",TRUE
"SAFE-PRJ-116",220,"MSc Student",TRUE
"SAFE-PRJ-116",57,"Supervisor",FALSE
"SAFE-PRJ-117",169,"MSc Student",TRUE
"SAFE-PRJ-117",57,"Supervisor",FALSE
"SAFE-PRJ-118",21,"Post Doc",TRUE
"SAFE-PRJ-118",129,"Malaysian Collaborator",FALSE
"SAFE-PRJ-118",130,"Supervisor",FALSE
"SAFE-PRJ-119",164,"Lead Researcher",TRUE
"SAFE-PRJ-119",57,"Collaborator",FALSE
"SAFE-PRJ-12",105,"MSc Student",TRUE
"SAFE-PRJ-120",39,"Supervisor",FALSE
"SAFE-PRJ-120",157,"PhD Student",TRUE
"SAFE-PRJ-121",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-121",199,"Supervisor",FALSE
"SAFE-PRJ-121",164,"Collaborator",FALSE
"SAFE-PRJ-121",43,"PhD Student",TRUE
"SAFE-PRJ-121",215,"Collaborator",FALSE
"SAFE-PRJ-121",57,"Collaborator",FALSE
"SAFE-PRJ-121",42,"Supervisor",FALSE
"SAFE-PRJ-122",23,"PhD Student",TRUE
"SAFE-PRJ-122",39,"Supervisor",FALSE
"SAFE-PRJ-123",36,"Collaborator",FALSE
"SAFE-PRJ-123",188,"Collaborator",FALSE
"SAFE-PRJ-123",155,"Collaborator",FALSE
"SAFE-PRJ-123",49,"Lead Researcher",FALSE
"SAFE-PRJ-123",203,"Collaborator",FALSE
"SAFE-PRJ-123",239,"Coordinator",TRUE
"SAFE-PRJ-123",46,"Collaborator",FALSE
"SAFE-PRJ-123",153,"Collaborator",FALSE
"SAFE-PRJ-123",103,"Collaborator",FALSE
"SAFE-PRJ-123",94,"Collaborator",FALSE
"SAFE-PRJ-123",175,"Collaborator",FALSE
"SAFE-PRJ-124",184,"Lead Researcher",TRUE
"SAFE-PRJ-125",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-125",199,"Lead Researcher",TRUE
"SAFE-PRJ-125",183,"Collaborator",FALSE
"SAFE-PRJ-126",223,"MSc Student",TRUE
"SAFE-PRJ-126",57,"Supervisor",FALSE
"SAFE-PRJ-127",35,"Supervisor",FALSE
"SAFE-PRJ-127",57,"Supervisor",FALSE
"SAFE-PRJ-127",148,"MSc Student",TRUE
"SAFE-PRJ-128",57,"Supervisor",FALSE
"SAFE-PRJ-128",121,"MSc Student",TRUE
"SAFE-PRJ-129",69,"Supervisor",FALSE
"SAFE-PRJ-129",74,"MSc Student",TRUE
"SAFE-PRJ-13",132,"Supervisor",FALSE
"SAFE-PRJ-13",38,"Lead Researcher",TRUE
"SAFE-PRJ-130",35,"Supervisor",FALSE
"SAFE-PRJ-130",57,"Supervisor",FALSE
"SAFE-PRJ-130",79,"MSc Student",TRUE
"SAFE-PRJ-131",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-131",35,"Supervisor",FALSE
"SAFE-PRJ-131",57,"Supervisor",FALSE
"SAFE-PRJ-131",89,"MSc Student",TRUE
"SAFE-PRJ-132",34,"Supervisor",FALSE
"SAFE-PRJ-132",75,"PhD Student",TRUE
"SAFE-PRJ-132",57,"Supervisor",FALSE
"SAFE-PRJ-133",217,"Supervisor",FALSE
"SAFE-PRJ-133",48,"MSc Student",TRUE
"SAFE-PRJ-133",57,"Supervisor",FALSE
"SAFE-PRJ-134",101,"MSc Student",TRUE
"SAFE-PRJ-135",96,"MSc Student",TRUE
"SAFE-PRJ-136",151,"MSc Student",TRUE
"SAFE-PRJ-137",122,"MSc Student",TRUE
"SAFE-PRJ-137",199,"Supervisor",FALSE
"SAFE-PRJ-137",222,"Malaysian Collaborator",FALSE
"SAFE-PRJ-137",161,"Collaborator",FALSE
"SAFE-PRJ-138",26,"PhD Student",TRUE
"SAFE-PRJ-138",57,"Supervisor",FALSE
"SAFE-PRJ-138",56,"Collaborator",FALSE
"SAFE-PRJ-139",97,"MSc Student",TRUE
"SAFE-PRJ-139",57,"Supervisor",FALSE
"SAFE-PRJ-14",210,"Collaborator",FALSE
"SAFE-PRJ-14",32,"Collaborator",TRUE
"SAFE-PRJ-14",190,"Collaborator",FALSE
"SAFE-PRJ-14",204,"Collaborator",FALSE
"SAFE-PRJ-14",54,"Lead Researcher",FALSE
"SAFE-PRJ-14",221,"Collaborator",FALSE
"SAFE-PRJ-140",71,"PhD Student",TRUE
"SAFE-PRJ-140",67,"Supervisor",FALSE
"SAFE-PRJ-140",57,"Supervisor",FALSE
"SAFE-PRJ-141",21,"Post Doc",TRUE
"SAFE-PRJ-141",129,"Malaysian Collaborator",FALSE
"SAFE-PRJ-141",130,"Supervisor",FALSE
"SAFE-PRJ-142",176,"Supervisor",FALSE
"SAFE-PRJ-142",22,"PhD Student",TRUE
"SAFE-PRJ-142",84,"Supervisor",FALSE
"SAFE-PRJ-143",90,"Lead Researcher",TRUE
"SAFE-PRJ-143",63,"Collaborator",FALSE
"SAFE-PRJ-143",222,"Malaysian Collaborator",FALSE
"SAFE-PRJ-15",145,"Lead Researcher",TRUE
"SAFE-PRJ-16",201,"Lead Researcher",TRUE
"SAFE-PRJ-16",87,"Collaborator",FALSE
"SAFE-PRJ-16",136,"Collaborator",FALSE
"SAFE-PRJ-16",119,"Collaborator",FALSE
"SAFE-PRJ-16",172,"Collaborator",FALSE
"SAFE-PRJ-16",173,"Collaborator",FALSE
"SAFE-PRJ-18",194,"Lead Researcher",TRUE
"SAFE-PRJ-19",162,"Lead Researcher",TRUE
"SAFE-PRJ-19",54,"Supervisor",FALSE
"SAFE-PRJ-19",56,"Supervisor",FALSE
"SAFE-PRJ-19",233,"Post Doc",FALSE
"SAFE-PRJ-19",234,"Supervisor",FALSE
"SAFE-PRJ-2",176,"Collaborator",FALSE
"SAFE-PRJ-2",187,"Collaborator",FALSE
"SAFE-PRJ-2",86,"Collaborator",FALSE
"SAFE-PRJ-2",29,"Collaborator",FALSE
"SAFE-PRJ-2",98,"Collaborator",FALSE
"SAFE-PRJ-2",39,"Collaborator",FALSE
"SAFE-PRJ-2",207,"Collaborator",FALSE
"SAFE-PRJ-2",239,"Coordinator",TRUE
"SAFE-PRJ-2",11,"Collaborator",FALSE
"SAFE-PRJ-2",218,"Collaborator",FALSE
"SAFE-PRJ-2",160,"Collaborator",FALSE
"SAFE-PRJ-2",84,"Collaborator",FALSE
"SAFE-PRJ-2",125,"Collaborator",FALSE
"SAFE-PRJ-2",100,"Collaborator",FALSE
"SAFE-PRJ-2",25,"Lead Researcher",FALSE
"SAFE-PRJ-2",175,"Collaborator",FALSE
"SAFE-PRJ-2",118,"Collaborator",FALSE
"SAFE-PRJ-2",130,"Collaborator",FALSE
"SAFE-PRJ-2",5,"Collaborator",FALSE
"SAFE-PRJ-20",165,"MSc Student",TRUE
"SAFE-PRJ-21",217,"PhD Student",TRUE
"SAFE-PRJ-22",52,"Collaborator",FALSE
"SAFE-PRJ-22",174,"Collaborator",FALSE
"SAFE-PRJ-22",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-22",199,"Lead Researcher",TRUE
"SAFE-PRJ-22",57,"Collaborator",FALSE
"SAFE-PRJ-22",177,"Collaborator",FALSE
"SAFE-PRJ-22",42,"Collaborator",FALSE
"SAFE-PRJ-23",207,"Collaborator",TRUE
"SAFE-PRJ-23",107,"Lead Researcher",FALSE
"SAFE-PRJ-23",57,"Collaborator",FALSE
"SAFE-PRJ-23",212,"Collaborator",FALSE
"SAFE-PRJ-24",171,"MSc Student",TRUE
"SAFE-PRJ-25",141,"Collaborator",FALSE
"SAFE-PRJ-25",146,"Collaborator",FALSE
"SAFE-PRJ-25",198,"Collaborator",FALSE
"SAFE-PRJ-25",110,"Collaborator",FALSE
"SAFE-PRJ-25",137,"Lead Researcher",TRUE
"SAFE-PRJ-25",60,"Collaborator",FALSE
"SAFE-PRJ-26",1,"MSc Student",TRUE
"SAFE-PRJ-26",80,"Supervisor",FALSE
"SAFE-PRJ-26",170,"Collaborator",FALSE
"SAFE-PRJ-27",86,"Collaborator",FALSE
"SAFE-PRJ-27",207,"Collaborator",FALSE
"SAFE-PRJ-27",16,"PhD Student",TRUE
"SAFE-PRJ-27",143,"Malaysian Collaborator",FALSE
"SAFE-PRJ-27",57,"Collaborator",FALSE
"SAFE-PRJ-27",15,"Malaysian Collaborator",FALSE
"SAFE-PRJ-28",207,"Collaborator",TRUE
"SAFE-PRJ-28",107,"Lead Researcher",FALSE
"SAFE-PRJ-28",57,"Collaborator",FALSE
"SAFE-PRJ-28",212,"Collaborator",FALSE
"SAFE-PRJ-29",57,"Collaborator",FALSE
"SAFE-PRJ-29",41,"Collaborator",FALSE
"SAFE-PRJ-29",128,"Collaborator",FALSE
"SAFE-PRJ-29",18,"MSc Student",TRUE
"SAFE-PRJ-3",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-3",199,"Lead Researcher",TRUE
"SAFE-PRJ-30",65,"Collaborator",FALSE
"SAFE-PRJ-30",205,"Lead Researcher",TRUE
"SAFE-PRJ-30",146,"Malaysian Collaborator",FALSE
"SAFE-PRJ-30",156,"Collaborator",FALSE
"SAFE-PRJ-30",111,"Collaborator",FALSE
"SAFE-PRJ-30",60,"Collaborator",FALSE
"SAFE-PRJ-31",17,"MSc Student",TRUE
"SAFE-PRJ-32",208,"MSc Student",TRUE
"SAFE-PRJ-33",164,"Lead Researcher",TRUE
"SAFE-PRJ-33",57,"Collaborator",FALSE
"SAFE-PRJ-34",159,"Lead Researcher",FALSE
"SAFE-PRJ-34",8,"Collaborator",FALSE
"SAFE-PRJ-34",85,"Collaborator",TRUE
"SAFE-PRJ-34",197,"Collaborator",FALSE
"SAFE-PRJ-34",81,"Collaborator",FALSE
"SAFE-PRJ-35",57,"Supervisor",FALSE
"SAFE-PRJ-35",70,"MSc Student",TRUE
"SAFE-PRJ-36",199,"Collaborator",FALSE
"SAFE-PRJ-36",108,"Collaborator",FALSE
"SAFE-PRJ-36",211,"Lead Researcher",TRUE
"SAFE-PRJ-36",237,"PhD Student",FALSE
"SAFE-PRJ-37",57,"Lead Researcher",TRUE
"SAFE-PRJ-38",170,"Collaborator",FALSE
"SAFE-PRJ-38",6,"Lead Researcher",TRUE
"SAFE-PRJ-39",158,"Collaborator",FALSE
"SAFE-PRJ-39",62,"MSc Student",TRUE
"SAFE-PRJ-39",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-39",179,"Supervisor",FALSE
"SAFE-PRJ-39",215,"Collaborator",FALSE
"SAFE-PRJ-39",57,"Supervisor",FALSE
"SAFE-PRJ-4",27,"PhD Student",TRUE
"SAFE-PRJ-4",150,"Supervisor",FALSE
"SAFE-PRJ-4",57,"Supervisor",FALSE
"SAFE-PRJ-4",9,"Malaysian Collaborator",FALSE
"SAFE-PRJ-40",178,"Lead Researcher",TRUE
"SAFE-PRJ-41",167,"MSc Student",TRUE
"SAFE-PRJ-41",57,"Supervisor",FALSE
"SAFE-PRJ-42",57,"Supervisor",FALSE
"SAFE-PRJ-42",83,"PhD Student",TRUE
"SAFE-PRJ-43",164,"Lead Researcher",TRUE
"SAFE-PRJ-43",57,"Collaborator",FALSE
"SAFE-PRJ-44",186,"PhD Student",FALSE
"SAFE-PRJ-44",207,"Lead Researcher",TRUE
"SAFE-PRJ-44",57,"Supervisor",FALSE
"SAFE-PRJ-45",27,"PhD Student",TRUE
"SAFE-PRJ-45",57,"Supervisor",FALSE
"SAFE-PRJ-45",235,"Supervisor",FALSE
"SAFE-PRJ-45",236,"Collaborator",FALSE
"SAFE-PRJ-46",59,"Lead Researcher",TRUE
"SAFE-PRJ-46",113,"Collaborator",FALSE
"SAFE-PRJ-46",66,"Collaborator",FALSE
"SAFE-PRJ-47",37,"Collaborator",FALSE
"SAFE-PRJ-47",131,"Collaborator",FALSE
"SAFE-PRJ-47",193,"Lead Researcher",TRUE
"SAFE-PRJ-47",125,"Collaborator",FALSE
"SAFE-PRJ-48",186,"PhD Student",TRUE
"SAFE-PRJ-48",57,"Supervisor",FALSE
"SAFE-PRJ-5",127,"MSc Student",TRUE
"SAFE-PRJ-50",124,"PhD Student",TRUE
"SAFE-PRJ-50",93,"Post Doc",FALSE
"SAFE-PRJ-50",167,"Post Doc",FALSE
"SAFE-PRJ-50",60,"Lead Researcher",FALSE
"SAFE-PRJ-52",73,"PhD Student",TRUE
"SAFE-PRJ-52",125,"Supervisor",FALSE
"SAFE-PRJ-53",146,"Lead Researcher",TRUE
"SAFE-PRJ-53",57,"Collaborator",FALSE
"SAFE-PRJ-53",60,"Collaborator",FALSE
"SAFE-PRJ-54",207,"Collaborator",FALSE
"SAFE-PRJ-54",146,"Malaysian Collaborator",FALSE
"SAFE-PRJ-54",60,"Lead Researcher",TRUE
"SAFE-PRJ-55",146,"Lead Researcher",TRUE
"SAFE-PRJ-55",57,"Collaborator",FALSE
"SAFE-PRJ-55",60,"Collaborator",FALSE
"SAFE-PRJ-56",212,"Malaysian Collaborator",FALSE
"SAFE-PRJ-56",64,"Supervisor",FALSE
"SAFE-PRJ-56",224,"PhD Student",TRUE
"SAFE-PRJ-57",28,"Lead Researcher",TRUE
"SAFE-PRJ-57",115,"Collaborator",FALSE
"SAFE-PRJ-57",212,"Malaysian Collaborator",FALSE
"SAFE-PRJ-58",31,"Supervisor",FALSE
"SAFE-PRJ-58",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-58",179,"Supervisor",FALSE
"SAFE-PRJ-58",215,"PhD Student",TRUE
"SAFE-PRJ-58",57,"Supervisor",FALSE
"SAFE-PRJ-59",40,"MSc Student",TRUE
"SAFE-PRJ-59",215,"Collaborator",FALSE
"SAFE-PRJ-59",57,"Supervisor",FALSE
"SAFE-PRJ-6",216,"Collaborator",FALSE
"SAFE-PRJ-6",200,"Collaborator",FALSE
"SAFE-PRJ-6",44,"Collaborator",FALSE
"SAFE-PRJ-6",45,"Collaborator",FALSE
"SAFE-PRJ-6",47,"PhD Student",TRUE
"SAFE-PRJ-60",12,"Lead Researcher",TRUE
"SAFE-PRJ-60",135,"Collaborator",FALSE
"SAFE-PRJ-60",3,"Collaborator",FALSE
"SAFE-PRJ-61",52,"Lead Researcher",TRUE
"SAFE-PRJ-61",144,"Collaborator",FALSE
"SAFE-PRJ-61",9,"Malaysian Collaborator",FALSE
"SAFE-PRJ-62",189,"Lead Researcher",TRUE
"SAFE-PRJ-63",206,"PhD Student",FALSE
"SAFE-PRJ-63",199,"Lead Researcher",TRUE
"SAFE-PRJ-64",207,"Collaborator",TRUE
"SAFE-PRJ-64",195,"Lead Researcher",FALSE
"SAFE-PRJ-64",212,"Malaysian Collaborator",FALSE
"SAFE-PRJ-65",207,"Collaborator",FALSE
"SAFE-PRJ-65",54,"Supervisor",FALSE
"SAFE-PRJ-65",41,"Collaborator",FALSE
"SAFE-PRJ-65",128,"PhD Student",TRUE
"SAFE-PRJ-65",60,"Collaborator",FALSE
"SAFE-PRJ-66",95,"Collaborator",FALSE
"SAFE-PRJ-66",180,"Lead Researcher",TRUE
"SAFE-PRJ-67",72,"Lead Researcher",TRUE
"SAFE-PRJ-68",72,"Supervisor",FALSE
"SAFE-PRJ-68",116,"PhD Student",TRUE
"SAFE-PRJ-68",222,"Malaysian Collaborator",FALSE
"SAFE-PRJ-68",112,"Collaborator",FALSE
"SAFE-PRJ-69",95,"Collaborator",FALSE
"SAFE-PRJ-69",180,"Lead Researcher",TRUE
"SAFE-PRJ-7",207,"Lead Researcher",TRUE
"SAFE-PRJ-7",57,"Collaborator",FALSE
"SAFE-PRJ-70",207,"Lead Researcher",TRUE
"SAFE-PRJ-70",57,"Collaborator",FALSE
"SAFE-PRJ-70",212,"Malaysian Collaborator",FALSE
"SAFE-PRJ-71",207,"Lead Researcher",TRUE
"SAFE-PRJ-71",57,"Collaborator",FALSE
"SAFE-PRJ-71",212,"Malaysian Collaborator",FALSE
"SAFE-PRJ-72",57,"Supervisor",FALSE
"SAFE-PRJ-72",154,"Malaysian Collaborator",FALSE
"SAFE-PRJ-72",83,"PhD Student",TRUE
"SAFE-PRJ-73",133,"Lead Researcher",TRUE
"SAFE-PRJ-74",175,"Lead Researcher",TRUE
"SAFE-PRJ-74",130,"Collaborator",FALSE
"SAFE-PRJ-74",78,"Collaborator",FALSE
"SAFE-PRJ-75",152,"Malaysian Collaborator",FALSE
"SAFE-PRJ-75",13,"Malaysian Collaborator",FALSE
"SAFE-PRJ-75",213,"Lead Researcher",TRUE
"SAFE-PRJ-76",152,"Malaysian Collaborator",FALSE
"SAFE-PRJ-76",13,"Malaysian Collaborator",FALSE
"SAFE-PRJ-76",213,"Lead Researcher",TRUE
"SAFE-PRJ-77",152,"PhD Student",TRUE
"SAFE-PRJ-77",13,"Supervisor",FALSE
"SAFE-PRJ-77",213,"Supervisor",FALSE
"SAFE-PRJ-78",219,"Collaborator",FALSE
"SAFE-PRJ-78",152,"Malaysian Collaborator",FALSE
"SAFE-PRJ-78",13,"Malaysian Collaborator",FALSE
"SAFE-PRJ-78",213,"Lead Researcher",TRUE
"SAFE-PRJ-78",20,"Collaborator",FALSE
"SAFE-PRJ-79",168,"PhD Student",TRUE
"SAFE-PRJ-79",212,"Malaysian Collaborator",FALSE
"SAFE-PRJ-79",64,"Supervisor",FALSE
"SAFE-PRJ-8",124,"PhD Student",TRUE
"SAFE-PRJ-8",93,"Post Doc",FALSE
"SAFE-PRJ-8",167,"Post Doc",FALSE
"SAFE-PRJ-8",60,"Supervisor",FALSE
"SAFE-PRJ-80",16,"PhD Student",FALSE
"SAFE-PRJ-80",191,"MSc Student",TRUE
"SAFE-PRJ-81",4,"Supervisor",FALSE
"SAFE-PRJ-81",128,"PhD Student",TRUE
"SAFE-PRJ-81",212,"Malaysian Collaborator",FALSE
"SAFE-PRJ-81",64,"Supervisor",FALSE
"SAFE-PRJ-82",2,"Lead Researcher",TRUE
"SAFE-PRJ-82",53,"Collaborator",FALSE
"SAFE-PRJ-82",145,"Collaborator",FALSE
"SAFE-PRJ-83",14,"Lead Researcher",TRUE
"SAFE-PRJ-84",176,"Collaborator",FALSE
"SAFE-PRJ-84",55,"Collaborator",FALSE
"SAFE-PRJ-84",239,"Coordinator",TRUE
"SAFE-PRJ-84",153,"Collaborator",FALSE
"SAFE-PRJ-84",160,"Collaborator",FALSE
"SAFE-PRJ-84",84,"Collaborator",FALSE
"SAFE-PRJ-84",138,"Collaborator",FALSE
"SAFE-PRJ-84",139,"Collaborator",FALSE
"SAFE-PRJ-84",25,"Collaborator",FALSE
"SAFE-PRJ-84",118,"Collaborator",FALSE
"SAFE-PRJ-84",5,"Lead Researcher",FALSE
"SAFE-PRJ-85",106,"Collaborator",FALSE
"SAFE-PRJ-85",181,"Lead Researcher",TRUE
"SAFE-PRJ-85",193,"Collaborator",FALSE
"SAFE-PRJ-85",125,"Collaborator",FALSE
"SAFE-PRJ-86",50,"Lead Researcher",TRUE
"SAFE-PRJ-86",140,"Malaysian Collaborator",FALSE
"SAFE-PRJ-86",123,"Collaborator",FALSE
"SAFE-PRJ-86",192,"Collaborator",FALSE
"SAFE-PRJ-87",147,"Lead Researcher",TRUE
"SAFE-PRJ-88",186,"PhD Student",TRUE
"SAFE-PRJ-88",207,"Collaborator",FALSE
"SAFE-PRJ-88",57,"Supervisor",FALSE
"SAFE-PRJ-89",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-89",166,"PhD Student",TRUE
"SAFE-PRJ-89",63,"Supervisor",FALSE
"SAFE-PRJ-9",68,"MSc Student",TRUE
"SAFE-PRJ-9",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-9",199,"Supervisor",FALSE
"SAFE-PRJ-90",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-90",166,"PhD Student",TRUE
"SAFE-PRJ-90",63,"Supervisor",FALSE
"SAFE-PRJ-91",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-91",166,"PhD Student",TRUE
"SAFE-PRJ-91",63,"Supervisor",FALSE
"SAFE-PRJ-92",13,"Malaysian Collaborator",FALSE
"SAFE-PRJ-92",213,"Supervisor",FALSE
"SAFE-PRJ-92",91,"PhD Student",TRUE
"SAFE-PRJ-93",7,"Collaborator",FALSE
"SAFE-PRJ-93",199,"Collaborator",FALSE
"SAFE-PRJ-93",99,"Collaborator",FALSE
"SAFE-PRJ-93",57,"Lead Researcher",TRUE
"SAFE-PRJ-94",26,"PhD Student",TRUE
"SAFE-PRJ-94",57,"Supervisor",FALSE
"SAFE-PRJ-94",56,"Supervisor",FALSE
"SAFE-PRJ-95",142,"MSc Student",TRUE
"SAFE-PRJ-95",41,"Supervisor",FALSE
"SAFE-PRJ-95",212,"Malaysian Collaborator",FALSE
"SAFE-PRJ-96",209,"Collaborator",FALSE
"SAFE-PRJ-96",146,"Collaborator",FALSE
"SAFE-PRJ-96",109,"Lead Researcher",TRUE
"SAFE-PRJ-96",198,"Collaborator",FALSE
"SAFE-PRJ-96",110,"Collaborator",FALSE
"SAFE-PRJ-96",137,"Collaborator",FALSE
"SAFE-PRJ-96",60,"Collaborator",FALSE
"SAFE-PRJ-97",146,"Supervisor",FALSE
"SAFE-PRJ-97",60,"Supervisor",FALSE
"SAFE-PRJ-97",214,"MSc Student",TRUE
"SAFE-PRJ-98",16,"Malaysian Collaborator",FALSE
"SAFE-PRJ-98",134,"MSc Student",TRUE
"SAFE-PRJ-98",57,"Supervisor",FALSE
"SAFE-PRJ-99",31,"Supervisor",FALSE
"SAFE-PRJ-99",12,"Malaysian Collaborator",FALSE
"SAFE-PRJ-99",179,"Supervisor",FALSE
"SAFE-PRJ-99",35,"PhD Student",TRUE
"SAFE-PRJ-99",57,"Supervisor",FALSE
"SAFE-WEB-1",238,"Lead Researcher",TRUE
"SAFE-WEB-2",96,"Lead Researcher",TRUE
"UG - 1",80,"Supervisor",FALSE
"UG - 1",225,"Undergraduate",TRUE
"UG - 2",80,"Supervisor",FALSE
"UG - 2",226,"Undergraduate",TRUE
"UG - 2",226,"Undergraduate",TRUE
"UG - 3",80,"Supervisor",FALSE
"UG - 3",227,"Undergraduate",TRUE
"UG - 4",80,"Supervisor",FALSE
"UG - 4",228,"Undergraduate",TRUE
"UG - 5",229,"Undergraduate",TRUE
"UG - 5",145,"Supervisor",FALSE
"UG - 6",230,"Undergraduate",TRUE
"UG - 6",145,"Supervisor",FALSE
"UG - 7",12,"Supervisor",FALSE
"UG - 7",231,"Undergraduate",TRUE
"UG - 8",232,"Undergraduate",TRUE
"UG - 8",145,"Supervisor",FALSE
